iteration,CAPEX,EFFICIENCY,H2_PRICE,LIFETIME_HOURS,VOM,WACC,lcoh_$/kg,utilization_%,h2_production_kg,h2_production_tonnes,npv_$,npv_$m,payback_years,annual_cash_flow
99,1013.0525264934143,51.27773485853437,5.605792890153411,74584.54250427026,6.3217864511866075,0.07613540062323909,3.2606242402894026,60.5812404870624,124192303.29828222,124192.30329828222,4053150109.6266418,4053.1501096266416,0.2681806734130401,377750012.18419474
100,827.0791081270597,55.1973774850078,4.404928625738107,67954.20140732257,6.921235511344601,0.0597529325586948,2.4147668940884084,37.382990867579906,71193599.75149813,71193.59975149813,2331209654.274843,2331.209654274843,0.4364173149127539,189515649.32578462
101,983.748361664456,53.04687498428866,4.539636968568919,66355.97741414506,5.977603244612642,0.06508797751433833,2.671790707156029,42.91095890410959,85034226.82930902,85034.22682930902,2636350500.461752,2636.350500461752,0.4358560056509274,225704899.9922075
102,996.0224636470338,52.0131665814648,5.176428769172477,77576.46003099698,4.796824715276184,0.0883691691561886,2.902990444660502,53.6177701674277,108362946.73911525,108362.94673911526,3060276129.141924,3060.276129141924,0.31250483129995316,318722260.86994994
103,923.6413300975951,51.31872035976295,5.008635460347534,67397.36332087942,5.3784146142118,0.06831187122748915,2.84154892531412,51.303272450532724,105088356.88405913,105088.35688405913,3462346070.8486333,3462.346070848633,0.3062029972634404,301643464.7447112
104,1024.5975004126035,52.632962290549244,4.085503187449083,67704.08199871195,5.437834400960866,0.07002186019201082,2.138591577969058,32.99277016742771,65894068.07191525,65894.06807191524,1987892697.8231623,1987.8926978231623,0.5667779673958836,180775816.87238413
105,1113.63800994829,51.82274385292736,4.575618052089159,66548.52170668227,5.924578197984456,0.07642180767084134,2.726643492767094,43.38850837138508,88011549.77328277,88011.54977328276,2504367971.7836313,2504.367971783631,0.4658483260670912,239055921.77396905
106,1347.0742794406585,46.7977131189101,4.757194037840762,74298.82758301814,5.820238627583002,0.07636720769281281,2.801372735878142,50.84474885844749,114210709.10920781,114210.7091092078,3373528816.3598843,3373.5288163598843,0.42059323211223004,320279590.0151833
107,1077.4960055210147,51.188003224263255,4.6637226122738635,83493.31470959858,7.191577237166996,0.05841810813103994,2.7274729947725898,47.49048706240487,97526757.94225322,97526.75794225321,3159940778.8086605,3159.9407788086605,0.4254482217983137,253261372.43366086
108,1090.5641865388354,46.61935027161557,4.0847182744498545,88558.7577268104,5.1192516634147,0.06924023870426689,2.346867187453954,47.138508371385086,106290627.62843777,106290.62762843777,2757292320.5571585,2757.2923205571583,0.44379051850260365,245738505.23407188
109,1038.2747682668287,51.33081677503536,5.574127038052695,68466.737226056,5.8174191903576125,0.07045552185186543,3.2497088346635383,58.795662100456624,120407201.52744429,120407.20152744428,4216129621.7597113,4216.129621759711,0.27790828606240153,373603386.5624627
110,747.793533590401,49.038956398727976,5.244728544207807,94352.7971399809,7.442636903138876,0.07342753889752322,2.9635216924631207,62.42294520547945,133809943.8056192,133809.9438056192,3951877821.199734,3951.877821199734,0.20931673959659655,357254529.6814666
111,1045.8240646167483,57.0,4.78239964427505,65957.65625363884,5.017204310054529,0.07364419645554941,2.769814009003936,40.72964231354642,75114035.08771929,75114.0350877193,2350994848.364829,2350.994848364829,0.47741256785255864,219060857.4300739
112,1059.4862580657116,50.837230914293016,5.118585090768157,84751.93670995082,5.619747674340543,0.10260175948259598,2.8783296971910697,54.01160578386606,111683895.79621458,111683.89579621458,2740550319.944633,2740.550319944633,0.3298755840783629,321177531.5308051
113,1400.0,45.27070256965272,5.503490597395429,68504.73191386102,4.7204735865726875,0.055184166890600725,3.309116685347203,66.30517503805176,153962708.86841393,153962.70886841393,6265355282.385807,6265.355282385807,0.291487846944087,480294466.70843434
